,a,b
0,,
1,,
2,"TABLAS DE CORRELACIÓN 
TIGIE FRACCIONES ARANCELARIAS",
3,TIGIE 2022 (SA 2022),TIGIE 2020 (SA 2017)
4789,6812.80.99,6812.80.99
4790,6812.91.01,6812.91.01
4791,6812.99.02,6812.99.02
4792,6812.99.03,6812.99.03
4793,6812.99.05,6812.99.05
4794,6812.99.06,6812.93.02
4795,6812.99.99,6812.92.01
4796,6812.99.99,6812.99.99
4797,6813.20.05,6813.20.05
4798,6813.81.01,6813.81.01
4799,6813.81.99,6813.81.99
4800,6813.89.99,6813.89.99
4801,6814.10.02,6814.10.02
4802,6814.90.99,6814.90.99
4803,6815.11.01,6815.99.99
4804,6815.12.01,6815.99.99
4805,6815.13.91,6815.99.99
4806,6815.19.01,6815.10.01
4807,6815.19.02,6815.10.02
4808,6815.19.03,6815.10.03
4809,6815.19.04,6815.10.04
4810,6815.19.99,6815.10.99
4811,6815.20.01,6815.20.01
4812,6815.91.02,6815.91.02
4813,6815.91.99,6815.99.99
4814,6815.99.01,6815.99.01
4815,6815.99.99,6815.99.99
4816,6901.00.01,6901.00.01
4817,6902.10.01,6902.10.01
4818,6902.20.01,6902.20.01
4819,6902.90.99,6902.90.99
4820,6903.10.03,6903.10.03
4821,6903.20.06,6903.20.06
4822,6903.90.99,6903.90.99
4823,6904.10.01,6904.10.01
4824,6904.90.99,6904.90.99
4825,6905.10.01,6905.10.01
4826,6905.90.01,6905.90.01
4827,6905.90.99,6905.90.99
4828,6906.00.01,6906.00.01
4829,6907.21.02,6907.21.02
4830,6907.22.02,6907.22.02
4831,6907.23.02,6907.23.02
4832,6907.30.01,6907.30.01
4833,6907.40.01,6907.40.01
4834,6909.11.06,6909.11.06
4835,6909.12.01,6909.12.01
4836,6909.19.99,6909.19.99
4837,6909.90.99,6909.90.99
4838,6910.10.01,6910.10.01
4839,6910.90.01,6910.90.01
4840,6910.90.99,6910.90.99
4841,6911.10.01,6911.10.01
4842,6911.90.99,6911.90.99
4843,6912.00.03,6912.00.03
4844,6912.00.99,6912.00.99
4845,6913.10.01,6913.10.01
4846,6913.90.01,6913.90.01
4847,6913.90.99,6913.90.99
4848,6914.10.01,6914.10.01
4849,6914.90.01,6914.90.01
4850,6914.90.99,6914.90.99
4851,7001.00.01,7001.00.01
4852,7002.10.01,7002.10.01
4853,7002.20.05,7002.20.05
4854,7002.31.03,7002.31.03
4855,7002.32.01,7002.32.01
4856,7002.39.99,7002.39.99
4857,7003.12.02,7003.12.02
4858,7003.19.02,7003.19.02
4859,7003.20.01,7003.20.01
4860,7003.30.01,7003.30.01
4861,7004.20.03,7004.20.03
4862,7004.90.91,7004.90.02
4863,7005.10.02,7005.10.02
4864,7005.21.03,7005.21.03
4865,7005.29.01,7005.29.01
4866,7005.29.99,7005.29.99
4867,7005.30.01,7005.30.01
4868,7006.00.04,7006.00.04
4869,7007.11.01,7007.11.01
4870,7007.11.99,7007.11.99
4871,7007.19.99,7007.19.99
4872,7007.21.03,7007.21.03
4873,7007.21.99,7007.21.99
4874,7007.29.99,7007.29.99
4875,7008.00.01,7008.00.01
4876,7009.10.04,7009.10.04
4877,7009.10.99,7009.10.99
4878,7009.91.01,7009.91.01
4879,7009.91.99,7009.91.99
4880,7009.92.01,7009.92.01
4881,7010.10.01,7010.10.01
4882,7010.10.99,7010.10.99
4883,7010.20.01,7010.20.01
4884,7010.90.99,7010.90.99
4885,7011.10.05,7011.10.05
4886,7011.20.05,7011.20.05
4887,7011.90.99,7011.90.99
4888,7013.10.01,7013.10.01
4889,7013.22.01,7013.22.01
4890,7013.28.99,7013.28.99
4891,7013.33.01,7013.33.01
4892,7013.37.99,7013.37.99
4893,7013.41.01,7013.41.01
4894,7013.42.01,7013.42.01
4895,7013.49.99,7013.49.99
4896,7013.91.01,7013.91.01
4897,7013.99.99,7013.99.99
4898,7014.00.01,7014.00.01
4899,7014.00.02,7014.00.02
4900,7014.00.03,7014.00.03
4901,7014.00.04,7014.00.04
4902,7014.00.99,7014.00.99
4903,7015.10.01,7015.10.01
4904,7015.90.99,7015.90.99
4905,7016.10.01,7016.10.01
4906,7016.90.99,7016.90.99
4907,7017.10.04,7017.10.04
4908,7017.10.06,7017.10.06
4909,7017.10.07,7017.10.07
4910,7017.10.08,7017.10.08
4911,7017.10.09,7017.10.09
4912,7017.10.10,7017.10.10
4913,7017.10.99,7017.10.99
4914,7017.20.01,7017.20.01
4915,7017.20.03,7017.20.03
4916,7017.20.99,7017.20.99
4917,7017.90.03,7017.90.03
4918,7017.90.04,7017.90.04
4919,7017.90.99,7017.90.99
4920,7018.10.01,7018.10.01
4921,7018.20.01,7018.20.01
4922,7018.20.99,7018.20.99
4923,7018.90.99,7018.90.99
4924,7019.11.01,7019.11.01
4925,7019.12.01,7019.12.01
4926,7019.13.91,7019.19.99
4927,7019.14.01,7019.31.01
4928,7019.15.01,7019.31.01
4929,7019.19.99,7019.31.01
4930,7019.61.01,7019.40.02
4931,7019.62.91,7019.39.99
4932,7019.63.01,7019.52.01
4933,7019.63.99,7019.51.02
4934,7019.63.99,7019.52.99
4935,7019.63.99,7019.59.99
4936,7019.64.01,7019.51.02
4937,7019.64.01,7019.52.99
4938,7019.64.01,7019.59.99
4939,7019.65.01,7019.40.02
4940,7019.65.01,7019.51.02
4941,7019.66.01,7019.52.01
4942,7019.66.99,7019.40.02
4943,7019.66.99,7019.52.99
4944,7019.66.99,7019.59.99
4945,7019.69.99,7019.39.99
4946,7019.69.99,7019.51.02
4947,7019.69.99,7019.59.99
4948,7019.71.01,7019.32.01
4949,7019.72.91,7019.39.99
4950,7019.73.91,7019.39.99
4951,7019.80.01,7019.39.99
4952,7019.80.01,7019.90.99
4953,7019.90.01,7019.52.01
4954,7019.90.99,7019.39.99
4955,7019.90.99,7019.40.02
4956,7019.90.99,7019.51.02
4957,7019.90.99,7019.52.99
4958,7019.90.99,7019.59.99
4959,7019.90.99,7019.90.99
4960,7020.00.91,7020.00.06
4961,7101.10.02,7101.10.02
4962,7101.21.01,7101.21.01
4963,7101.22.01,7101.22.01
4964,7101.22.99,7101.22.99
4965,7102.10.01,7102.10.01
4966,7102.21.01,7102.21.01
4967,7102.29.99,7102.29.99
4968,7102.31.01,7102.31.01
4969,7102.39.99,7102.39.99
4970,7103.10.01,7103.10.01
4971,7103.91.01,7103.91.01
4972,7103.99.99,7103.99.99
4973,7104.10.01,7104.10.01
4974,7104.21.01,7104.20.01
4975,7104.29.99,7104.20.01
4976,7104.91.01,7104.90.99
4977,7104.99.99,7104.90.99
4978,7105.10.01,7105.10.01
4979,7105.90.99,7105.90.99
4980,7106.10.01,7106.10.01
4981,7106.91.01,7106.91.01
4982,7106.92.01,7106.92.01
4983,7107.00.01,7107.00.01
4984,7108.11.01,7108.11.01
4985,7108.12.91,7108.12.01
4986,7108.13.91,7108.13.01
4987,7108.20.01,7108.20.01
4988,7108.20.99,7108.20.99
4989,7109.00.01,7109.00.01
4990,7110.11.01,7110.11.01
4991,7110.19.99,7110.19.99
4992,7110.21.01,7110.21.01
4993,7110.29.99,7110.29.99
4994,7110.31.01,7110.31.01
4995,7110.39.99,7110.39.99
4996,7110.41.01,7110.41.01
4997,7110.49.99,7110.49.99
4998,7111.00.01,7111.00.01
4999,7112.30.01,7112.30.01
5000,7112.91.02,7112.91.02
5001,7112.92.01,7112.92.01
5002,7112.99.99,7112.99.99
5003,7113.11.01,7113.11.01
5004,7113.11.02,7113.11.02
5005,7113.11.99,7113.11.99
5006,7113.19.03,7113.19.03
5007,7113.19.99,7113.19.99
5008,7113.20.01,7113.20.01
5009,7114.11.01,7114.11.01
5010,7114.19.91,7114.19.99
5011,7114.20.01,7114.20.01
5012,7115.10.01,7115.10.01
5013,7115.90.99,7115.90.99
5014,7116.10.01,7116.10.01
5015,7116.20.01,7116.20.01
5016,7117.11.01,7117.11.01
5017,7117.19.01,7117.19.01
5018,7117.19.99,7117.19.99
5019,7117.90.01,7117.90.01
5020,7117.90.02,7117.90.02
5021,7117.90.99,7117.90.99
5022,7118.10.01,7118.10.01
5023,7118.90.99,7118.90.99
5024,7201.10.01,7201.10.01
5025,7201.20.01,7201.20.01
5026,7201.50.02,7201.50.02
5027,7202.11.01,7202.11.01
5028,7202.19.99,7202.19.99
5029,7202.21.02,7202.21.02
5030,7202.29.99,7202.29.99
5031,7202.30.01,7202.30.01
5032,7202.41.01,7202.41.01
5033,7202.49.99,7202.49.99
5034,7202.50.01,7202.50.01
5035,7202.60.01,7202.60.01
5036,7202.70.01,7202.70.01
5037,7202.80.01,7202.80.01
5038,7202.91.04,7202.91.04
5039,7202.92.02,7202.92.02
5040,7202.93.01,7202.93.01
5041,7202.99.99,7202.99.99
5042,7203.10.01,7203.10.01
5043,7203.90.99,7203.90.99
5044,7204.10.01,7204.10.01
5045,7204.21.01,7204.21.01
5046,7204.29.99,7204.29.99
5047,7204.30.01,7204.30.01
5048,7204.41.01,7204.41.01
5049,7204.49.99,7204.49.99
5050,7204.50.01,7204.50.01
5051,7205.10.01,7205.10.01
5052,7205.21.01,7205.21.01
5053,7205.29.99,7205.29.99
5054,7206.10.01,7206.10.01
5055,7206.90.99,7206.90.99
5056,7207.11.01,7207.11.01
5057,7207.12.91,7207.12.02
5058,7207.19.99,7207.19.99
5059,7207.20.02,7207.20.02
5060,7208.10.03,7208.10.03
5061,7208.25.02,7208.25.02
5062,7208.26.01,7208.26.01
5063,7208.27.01,7208.27.01
5064,7208.36.01,7208.36.01
5065,7208.37.01,7208.37.01
5066,7208.38.01,7208.38.01
5067,7208.39.01,7208.39.01
5068,7208.40.02,7208.40.02
5069,7208.51.04,7208.51.04
5070,7208.52.01,7208.52.01
5071,7208.53.01,7208.53.01
5072,7208.54.01,7208.54.01
5073,7208.90.99,7208.90.99
5074,7209.15.04,7209.15.04
5075,7209.16.01,7209.16.01
5076,7209.17.01,7209.17.01
5077,7209.18.01,7209.18.01
5078,7209.25.01,7209.25.01
5079,7209.26.01,7209.26.01
5080,7209.27.01,7209.27.01
5081,7209.28.01,7209.28.01
5082,7209.90.99,7209.90.99
5083,7210.11.01,7210.11.01
5084,7210.12.04,7210.12.04
5085,7210.20.01,7210.20.01
5086,7210.30.02,7210.30.02
5087,7210.41.01,7210.41.01
5088,7210.41.99,7210.41.99
5089,7210.49.99,7210.49.99
5090,7210.50.03,7210.50.03
5091,7210.61.01,7210.61.01
5092,7210.69.99,7210.69.99
5093,7210.70.02,7210.70.02
5094,7210.90.99,7210.90.99
5095,7211.13.01,7211.13.01
5096,7211.14.91,7211.14.03
5097,7211.19.99,7211.19.99
5098,7211.23.03,7211.23.03
5099,7211.29.99,7211.29.99
5100,7211.90.99,7211.90.99
5101,7212.10.03,7212.10.03
5102,7212.20.03,7212.20.03
5103,7212.30.03,7212.30.03
5104,7212.40.04,7212.40.04
5105,7212.50.01,7212.50.01
5106,7212.60.04,7212.60.04
5107,7213.10.01,7213.10.01
5108,7213.20.91,7213.20.01
5109,7213.91.03,7213.91.03
5110,7213.99.99,7213.99.99
5111,7214.10.01,7214.10.01
5112,7214.20.01,7214.20.01
5113,7214.20.99,7214.20.99
5114,7214.30.91,7214.30.01
5115,7214.91.03,7214.91.03
5116,7214.99.99,7214.99.99
5117,7215.10.01,7215.10.01
5118,7215.50.91,7215.50.02
5119,7215.90.99,7215.90.99
5120,7216.10.01,7216.10.01
5121,7216.21.01,7216.21.01
5122,7216.22.01,7216.22.01
5123,7216.31.03,7216.31.03
5124,7216.32.04,7216.32.04
5125,7216.32.99,7216.32.99
5126,7216.33.01,7216.33.01
5127,7216.33.02,7216.33.02
5128,7216.40.01,7216.40.01
5129,7216.50.01,7216.50.01
5130,7216.50.99,7216.50.99
5131,7216.61.01,7216.61.01
5132,7216.61.02,7216.61.02
5133,7216.61.99,7216.61.99
5134,7216.69.99,7216.69.99
5135,7216.91.01,7216.91.01
5136,7216.99.99,7216.99.99
5137,7217.10.02,7217.10.02
5138,7217.20.02,7217.20.02
5139,7217.30.02,7217.30.02
5140,7217.90.99,7217.90.99
5141,7218.10.01,7218.10.01
5142,7218.91.01,7218.91.01
5143,7218.99.99,7218.99.99
5144,7219.11.01,7219.11.01
5145,7219.12.02,7219.12.02
5146,7219.13.01,7219.13.01
5147,7219.14.01,7219.14.01
5148,7219.21.01,7219.21.01
5149,7219.22.01,7219.22.01
5150,7219.23.01,7219.23.01
5151,7219.24.01,7219.24.01
5152,7219.31.01,7219.31.01
5153,7219.32.02,7219.32.02
5154,7219.33.01,7219.33.01
5155,7219.34.01,7219.34.01
5156,7219.35.02,7219.35.02
5157,7219.90.99,7219.90.99
5158,7220.11.01,7220.11.01
5159,7220.12.01,7220.12.01
5160,7220.20.03,7220.20.03
5161,7220.90.99,7220.90.99
5162,7221.00.01,7221.00.01
5163,7222.11.02,7222.11.02
5164,7222.19.99,7222.19.99
5165,7222.20.01,7222.20.01
5166,7222.30.91,7222.30.02
5167,7222.40.01,7222.40.01
5168,7223.00.02,7223.00.02
5169,7224.10.06,7224.10.06
5170,7224.90.02,7224.90.02
5171,7224.90.99,7224.90.99
5172,7225.11.01,7225.11.01
5173,7225.19.99,7225.19.99
5174,7225.30.91,7225.30.07
5175,7225.40.91,7225.40.06
5176,7225.50.91,7225.50.07
5177,7225.91.01,7225.91.01
5178,7225.92.01,7225.92.01
5179,7225.99.99,7225.99.99
5180,7226.11.01,7226.11.01
5181,7226.19.99,7226.19.99
5182,7226.20.01,7226.20.01
5183,7226.91.07,7226.91.07
5184,7226.92.06,7226.92.06
5185,7226.99.99,7226.99.99
5186,7227.10.01,7227.10.01
5187,7227.20.01,7227.20.01
5188,7227.90.99,7227.90.99
5189,7228.10.02,7228.10.02
5190,7228.20.02,7228.20.02
5191,7228.30.01,7228.30.01
5192,7228.30.99,7228.30.99
5193,7228.40.91,7228.40.02
5194,7228.50.91,7228.50.02
5195,7228.60.91,7228.60.02
5196,7228.70.01,7228.70.01
5197,7228.80.01,7228.80.01
5198,7229.20.01,7229.20.01
5199,7229.90.99,7229.90.99
5200,7301.10.01,7301.10.01
5201,7301.20.01,7301.20.01
5202,7302.10.02,7302.10.02
5203,7302.30.01,7302.30.01
5204,7302.40.02,7302.40.02
5205,7302.90.99,7302.90.99
5206,7303.00.02,7303.00.02
5207,7304.11.01,7304.11.01
5208,7304.11.02,7304.11.02
5209,7304.11.03,7304.11.03
5210,7304.11.04,7304.11.04
5211,7304.11.99,7304.11.99
5212,7304.19.01,7304.19.01
5213,7304.19.02,7304.19.02
5214,7304.19.03,7304.19.03
5215,7304.19.04,7304.19.04
5216,7304.19.05,7304.19.05
5217,7304.19.99,7304.19.99
5218,7304.22.04,7304.22.04
5219,7304.23.04,7304.23.04
5220,7304.23.99,7304.23.99
5221,7304.24.91,7304.24.07
5222,7304.29.99,7304.29.99
5223,7304.31.01,7304.31.01
5224,7304.31.10,7304.31.10
5225,7304.31.99,7304.31.99
5226,7304.39.01,7304.39.01
5227,7304.39.02,7304.39.02
5228,7304.39.03,7304.39.03
5229,7304.39.04,7304.39.04
5230,7304.39.08,7304.39.08
5231,7304.39.09,7304.39.09
5232,7304.39.10,7304.39.10
5233,7304.39.11,7304.39.11
5234,7304.39.12,7304.39.12
5235,7304.39.13,7304.39.13
5236,7304.39.14,7304.39.14
5237,7304.39.15,7304.39.15
5238,7304.39.16,7304.39.16
5239,7304.39.91,7304.39.91
5240,7304.39.92,7304.39.92
5241,7304.39.99,7304.39.99
5242,7304.41.03,7304.41.03
5243,7304.49.99,7304.49.99
5244,7304.51.12,7304.51.12
5245,7304.59.09,7304.59.09
5246,7304.59.99,7304.59.99
5247,7304.90.99,7304.90.99
5248,7305.11.02,7305.11.02
5249,7305.12.91,7305.12.02
5250,7305.19.99,7305.19.99
5251,7305.20.01,7305.20.01
5252,7305.20.99,7305.20.99
5253,7305.31.01,7305.31.01
5254,7305.31.02,7305.31.02
5255,7305.31.03,7305.31.03
5256,7305.31.04,7305.31.04
5257,7305.31.05,7305.31.05
5258,7305.31.06,7305.31.06
5259,7305.31.91,7305.31.91
5260,7305.31.99,7305.31.99
5261,7305.39.01,7305.39.01
5262,7305.39.02,7305.39.02
5263,7305.39.03,7305.39.03
5264,7305.39.04,7305.39.04
5265,7305.39.05,7305.39.05
5266,7305.39.99,7305.39.99
5267,7305.90.99,7305.90.99
5268,7306.11.01,7306.11.01
5269,7306.19.99,7306.19.99
5270,7306.21.01,7306.21.01
5271,7306.29.99,7306.29.99
5272,7306.30.02,7306.30.02
5273,7306.30.03,7306.30.03
5274,7306.30.04,7306.30.04
5275,7306.30.99,7306.30.99
5276,7306.40.01,7306.40.01
5277,7306.40.99,7306.40.99
5278,7306.50.01,7306.50.01
5279,7306.50.99,7306.50.99
5280,7306.61.01,7306.61.01
5281,7306.69.99,7306.69.99
5282,7306.90.99,7306.90.99
5283,7307.11.02,7307.11.02
5284,7307.19.99,7307.19.99
5285,7307.21.01,7307.21.01
5286,7307.22.02,7307.22.02
5287,7307.23.01,7307.23.01
5288,7307.23.99,7307.23.99
5289,7307.29.99,7307.29.99
5290,7307.91.01,7307.91.01
5291,7307.92.02,7307.92.02
5292,7307.93.01,7307.93.01
5293,7307.99.99,7307.99.99
5294,7308.10.01,7308.10.01
5295,7308.20.02,7308.20.02
5296,7308.30.02,7308.30.02
5297,7308.40.01,7308.40.01
5298,7308.90.01,7308.90.01
5299,7308.90.02,7308.90.02
5300,7308.90.99,7308.90.99
5301,7309.00.04,7309.00.04
5302,7310.10.05,7310.10.05
5303,7310.21.01,7310.21.01
5304,7310.29.01,7310.29.01
5305,7310.29.05,7310.29.05
5306,7310.29.99,7310.29.99
5307,7311.00.05,7311.00.05
5308,7312.10.01,7312.10.01
5309,7312.10.05,7312.10.05
5310,7312.10.07,7312.10.07
5311,7312.10.08,7312.10.08
5312,7312.10.99,7312.10.99
5313,7312.90.99,7312.90.99
5314,7313.00.01,7313.00.01
5315,7314.12.01,7314.12.01
5316,7314.14.91,7314.14.01
5317,7314.19.03,7314.19.03
5318,7314.19.99,7314.19.99
5319,7314.20.01,7314.20.01
5320,7314.31.01,7314.31.01
5321,7314.39.99,7314.39.99
5322,7314.41.01,7314.41.01
5323,7314.42.01,7314.42.01
5324,7314.49.99,7314.49.99
5325,7314.50.01,7314.50.01
5326,7315.11.06,7315.11.06
5327,7315.12.91,7315.12.03
5328,7315.19.04,7315.19.04
5329,7315.20.01,7315.20.01
5330,7315.81.03,7315.81.03
5331,7315.82.91,7315.82.03
5332,7315.89.99,7315.89.99
5333,7315.90.91,7315.90.01
5334,7316.00.01,7316.00.01
5335,7317.00.01,7317.00.01
5336,7317.00.02,7317.00.02
5337,7317.00.03,7317.00.03
5338,7317.00.04,7317.00.04
5339,7317.00.99,7317.00.99
5340,7318.11.01,7318.11.01
5341,7318.12.91,7318.12.01
5342,7318.13.01,7318.13.01
5343,7318.14.01,7318.14.01
5344,7318.15.04,7318.15.04
5345,7318.15.99,7318.15.99
5346,7318.16.06,7318.16.06
5347,7318.19.99,7318.19.99
5348,7318.21.02,7318.21.02
5349,7318.22.91,7318.22.02
5350,7318.23.02,7318.23.02
5351,7318.24.03,7318.24.03
5352,7318.29.99,7318.29.99
5353,7319.40.01,7319.40.01
5354,7319.90.01,7319.90.01
5355,7319.90.99,7319.90.99
5356,7320.10.02,7320.10.02
5357,7320.20.05,7320.20.05
5358,7320.90.99,7320.90.99
5359,7321.11.01,7321.11.01
5360,7321.11.91,7321.11.02
5361,7321.11.99,7321.11.99
5362,7321.12.01,7321.12.01
5363,7321.19.91,7321.19.01
5364,7321.81.02,7321.81.02
5365,7321.82.02,7321.82.02
5366,7321.89.91,7321.89.01
5367,7321.90.01,7321.90.01
5368,7321.90.02,7321.90.02
5369,7321.90.03,7321.90.03
5370,7321.90.04,7321.90.04
5371,7321.90.05,7321.90.05
5372,7321.90.06,7321.90.06
5373,7321.90.07,7321.90.07
5374,7321.90.99,7321.90.99
5375,7322.11.02,7322.11.02
5376,7322.19.01,7322.19.01
5377,7322.19.99,7322.19.99
5378,7322.90.01,7322.90.01
5379,7322.90.99,7322.90.99
5380,7323.10.01,7323.10.01
5381,7323.91.03,7323.91.03
5382,7323.92.04,7323.92.04
5383,7323.93.05,7323.93.05
5384,7323.94.05,7323.94.05
5385,7323.99.99,7323.99.99
5386,7324.10.01,7324.10.01
5387,7324.21.01,7324.21.01
5388,7324.29.99,7324.29.99
5389,7324.90.91,7324.90.04
5390,7325.10.05,7325.10.05
5391,7325.91.03,7325.91.03
5392,7325.99.99,7325.99.99
5393,7326.11.03,7326.11.03
5394,7326.19.99,7326.19.99
5395,7326.20.06,7326.20.06
5396,7326.90.99,7326.90.99
5397,7401.00.03,7401.00.03
5398,7402.00.01,7402.00.01
5399,7403.11.01,7403.11.01
5400,7403.12.01,7403.12.01
5401,7403.13.01,7403.13.01
5402,7403.19.99,7403.19.99
5403,7403.21.01,7403.21.01
5404,7403.22.01,7403.22.01
5405,7403.29.91,7403.29.02
5406,7404.00.03,7404.00.03
5407,7405.00.01,7405.00.01
5408,7406.10.01,7406.10.01
5409,7406.20.01,7406.20.01
5410,7407.10.01,7407.10.01
5411,7407.10.99,7407.10.99
5412,7407.21.02,7407.21.02
5413,7407.21.99,7407.21.99
5414,7407.29.99,7407.29.99
5415,7408.11.02,7408.11.02
5416,7408.19.01,7408.19.01
5417,7408.19.02,7408.19.02
5418,7408.19.99,7408.19.99
5419,7408.21.01,7408.21.01
5420,7408.22.01,7408.22.01
5421,7408.22.99,7408.22.99
5422,7408.29.99,7408.29.99
5423,7409.11.01,7409.11.01
5424,7409.19.99,7409.19.99
5425,7409.21.01,7409.21.01
5426,7409.29.99,7409.29.99
5427,7409.31.01,7409.31.01
5428,7409.39.99,7409.39.99
5429,7409.40.01,7409.40.01
5430,7409.90.91,7409.90.01
5431,7410.11.01,7410.11.01
5432,7410.12.01,7410.12.01
5433,7410.21.04,7410.21.04
5434,7410.22.01,7410.22.01
5435,7411.10.01,7411.10.01
5436,7411.10.99,7411.10.99
5437,7411.21.01,7411.21.01
5438,7411.21.05,7411.21.05
5439,7411.21.99,7411.21.99
5440,7411.22.01,7411.22.01
5441,7411.22.02,7411.22.02
5442,7411.22.99,7411.22.99
5443,7411.29.01,7411.29.01
5444,7411.29.99,7411.29.99
5445,7412.10.01,7412.10.01
5446,7412.20.01,7412.20.01
5447,7413.00.02,7413.00.02
5448,7415.10.02,7415.10.02
5449,7415.21.01,7415.21.01
5450,7415.29.99,7415.29.99
5451,7415.33.03,7415.33.03
5452,7415.39.99,7415.39.99
5453,7418.10.01,7418.10.01
5454,7418.20.01,7418.20.01
5455,7419.20.01,7419.10.01
5456,7419.20.02,7419.91.01
5457,7419.20.03,7419.91.02
5458,7419.20.04,7419.91.03
5459,7419.20.05,7419.91.04
5460,7419.20.06,7419.91.05
5461,7419.20.07,7419.91.06
5462,7419.20.99,7419.91.99
5463,7419.80.01,7419.10.01
5464,7419.80.02,7419.99.01
5465,7419.80.03,7419.99.02
5466,7419.80.99,7419.99.99
5467,7501.10.01,7501.10.01
5468,7501.20.01,7501.20.01
5469,7502.10.01,7502.10.01
5470,7502.20.01,7502.20.01
5471,7503.00.01,7503.00.01
5472,7504.00.01,7504.00.01
5473,7505.11.01,7505.11.01
5474,7505.12.01,7505.12.01
5475,7505.21.01,7505.21.01
5476,7505.22.01,7505.22.01
5477,7506.10.02,7506.10.02
5478,7506.20.02,7506.20.02
5479,7507.11.01,7507.11.01
5480,7507.12.01,7507.12.01
5481,7507.20.01,7507.20.01
5482,7508.10.01,7508.10.01
5483,7508.90.99,7508.90.99
5484,7601.10.02,7601.10.02
5485,7601.20.02,7601.20.02
5486,7602.00.02,7602.00.02
5487,7603.10.01,7603.10.01
5488,7603.20.01,7603.20.01
5489,7604.10.01,7604.10.01
5490,7604.10.02,7604.10.02
5491,7604.10.99,7604.10.99
5492,7604.21.01,7604.21.01
5493,7604.29.01,7604.29.01
5494,7604.29.02,7604.29.02
5495,7604.29.99,7604.29.99
5496,7605.11.01,7605.11.01
5497,7605.11.99,7605.11.99
5498,7605.19.99,7605.19.99
5499,7605.21.01,7605.21.01
5500,7605.21.02,7605.21.02
5501,7605.21.99,7605.21.99
5502,7605.29.01,7605.29.01
5503,7605.29.02,7605.29.02
5504,7605.29.99,7605.29.99
5505,7606.11.01,7606.11.01
5506,7606.11.99,7606.11.99
5507,7606.12.01,7606.12.01
5508,7606.12.02,7606.12.02
5509,7606.12.03,7606.12.03
5510,7606.12.99,7606.12.99
5511,7606.91.01,7606.91.01
5512,7606.91.99,7606.91.99
5513,7606.92.01,7606.92.01
5514,7606.92.99,7606.92.99
5515,7607.11.01,7607.11.01
5516,7607.19.01,7607.19.01
5517,7607.19.02,7607.19.02
5518,7607.19.03,7607.19.03
5519,7607.19.99,7607.19.99
5520,7607.20.02,7607.20.02
5521,7608.10.03,7608.10.03
5522,7608.10.99,7608.10.99
5523,7608.20.01,7608.20.01
5524,7608.20.02,7608.20.02
5525,7608.20.03,7608.20.03
5526,7608.20.99,7608.20.99
5527,7609.00.02,7609.00.02
5528,7610.10.01,7610.10.01
5529,7610.90.01,7610.90.01
5530,7610.90.99,7610.90.99
5531,7611.00.01,7611.00.01
5532,7612.10.01,7612.10.01
5533,7612.90.01,7612.90.01
5534,7612.90.99,7612.90.99
5535,7613.00.02,7613.00.02
5536,7613.00.99,7613.00.99
5537,7614.10.01,7614.10.01
5538,7614.90.99,7614.90.99
5539,7615.10.02,7615.10.02
5540,7615.20.01,7615.20.01
5541,7616.10.01,7616.10.01
5542,7616.10.03,7616.10.03
5543,7616.10.99,7616.10.99
5544,7616.91.01,7616.91.01
5545,7616.99.01,7616.99.01
5546,7616.99.02,7616.99.02
5547,7616.99.03,7616.99.03
5548,7616.99.04,7616.99.04
5549,7616.99.05,7616.99.05
5550,7616.99.06,7616.99.06
5551,7616.99.07,7616.99.07
5552,7616.99.08,7616.99.08
5553,7616.99.09,7616.99.09
5554,7616.99.10,7616.99.10
5555,7616.99.11,7616.99.11
5556,7616.99.12,7616.99.12
5557,7616.99.13,7616.99.13
5558,7616.99.14,7616.99.14
5559,7616.99.15,7616.99.15
5560,7616.99.99,7616.99.99
5561,7801.10.01,7801.10.01
5562,7801.91.01,7801.91.01
5563,7801.99.99,7801.99.99
5564,7802.00.01,7802.00.01
5565,7804.11.01,7804.11.01
5566,7804.19.99,7804.19.99
5567,7804.20.01,7804.20.01
5568,7806.00.91,7806.00.03
5569,7901.11.01,7901.11.01
5570,7901.12.01,7901.12.01
5571,7901.20.01,7901.20.01
5572,7902.00.01,7902.00.01
5573,7903.10.01,7903.10.01
5574,7903.90.99,7903.90.99
5575,7904.00.01,7904.00.01
5576,7905.00.01,7905.00.01
5577,7907.00.91,7907.00.02
5578,8001.10.01,8001.10.01
5579,8001.20.01,8001.20.01
5580,8002.00.01,8002.00.01
5581,8003.00.01,8003.00.01
5582,8007.00.01,8007.00.01
5583,8007.00.02,8007.00.02
5584,8007.00.03,8007.00.03
5585,8007.00.99,8007.00.99
5586,8101.10.01,8101.10.01
5587,8101.94.01,8101.94.01
5588,8101.96.03,8101.96.03
5589,8101.97.01,8101.97.01
5590,8101.99.99,8101.99.99
5591,8102.10.01,8102.10.01
5592,8102.94.01,8102.94.01
5593,8102.95.02,8102.95.02
5594,8102.96.01,8102.96.01
5595,8102.97.01,8102.97.01
5596,8102.99.99,8102.99.99
5597,8103.20.01,8103.20.01
5598,8103.30.01,8103.30.01
5599,8103.91.01,8103.90.99
5600,8103.99.99,8103.90.99
5601,8104.11.01,8104.11.01
5602,8104.19.99,8104.19.99
5603,8104.20.01,8104.20.01
5604,8104.30.01,8104.30.01
5605,8104.90.99,8104.90.99
5606,8105.20.01,8105.20.01
